symbol,date,monthly_price_return_pct,monthly_total_return_pct,total_return_index,cumulative_total_return_pct
JPTOPIX,2023-09-30,5.3480,5.5147,157.4387,57.4387
JPTOPIX,2023-10-31,0.4579,0.6246,158.4220,58.4220
JPTOPIX,2023-11-30,0.9967,1.1633,160.2650,60.2650
JPTOPIX,2023-12-31,-3.7625,-3.5959,154.5021,54.5021
JPTOPIX,2024-01-31,-4.7672,-4.6006,147.3941,47.3941
JPTOPIX,2024-02-29,-0.0706,0.0961,147.5357,47.5357
JPTOPIX,2024-03-31,-3.2006,-3.0339,143.0596,43.0596
JPTOPIX,2024-04-30,3.4899,3.6565,148.2906,48.2906
JPTOPIX,2024-05-31,-2.2053,-2.0387,145.2675,45.2675
JPTOPIX,2024-06-30,-0.4415,-0.2748,144.8683,44.8683
JPTOPIX,2024-07-31,1.5032,1.6699,147.2875,47.2875
JPTOPIX,2024-08-31,-6.5260,-6.3594,137.9209,37.9209
JPTOPIX,2024-09-30,-6.9524,-6.7858,128.5619,28.5619
JPTOPIX,2024-10-31,2.7896,2.9562,132.3625,32.3625
JPTOPIX,2024-11-30,-2.9307,-2.7640,128.7040,28.7040
JPTOPIX,2024-12-31,1.6670,1.8336,131.0640,31.0640
JPTOPIX,2025-01-31,-3.5673,-3.4006,126.6070,26.6070
JPTOPIX,2025-02-28,-1.5672,-1.4005,124.8338,24.8338
JPTOPIX,2025-03-31,-0.9283,-0.7617,123.8830,23.8830
JPTOPIX,2025-04-30,-5.8401,-5.6734,116.8546,16.8546
JPTOPIX,2025-05-31,2.6170,2.7837,120.1074,20.1074
JPTOPIX,2025-06-30,5.5023,5.6690,126.9163,26.9163
JPTOPIX,2025-07-31,11.1510,11.3177,141.2803,41.2803
JPTOPIX,2025-08-31,-0.5202,-0.3536,140.7808,40.7808
JPTOPIX,2025-09-30,-2.6685,-2.5018,137.2587,37.2587
JPTOPIX,2025-10-31,5.6260,5.7927,145.2097,45.2097
JPTOPIX,2025-11-30,6.2519,6.4186,154.5300,54.5300
JPTOPIX,2025-12-31,5.0930,5.2597,162.6578,62.6578
KOR200,2020-12-31,0.0000,0.0000,100.0000,0.0000
KOR200,2021-01-31,-8.2323,-8.0823,91.9177,-8.0823
KOR200,2021-02-28,-2.9854,-2.8354,89.3115,-10.6885
KOR200,2021-03-31,1.5482,1.6982,90.8282,-9.1718
KOR200,2021-04-30,-4.7864,-4.6364,86.6170,-13.3830
KOR200,2021-05-31,-1.3247,-1.1747,85.5995,-14.4005
KOR200,2021-06-30,-3.0180,-2.8680,83.1445,-16.8555
KOR200,2021-07-31,0.0689,0.2189,83.3266,-16.6734
KOR200,2021-08-31,-1.9005,-1.7505,81.8679,-18.1321
KOR200,2021-09-30,-1.7831,-1.6331,80.5309,-19.4691
KOR200,2021-10-31,-7.6169,-7.4669,74.5178,-25.4822
KOR200,2021-11-30,-2.8359,-2.6859,72.5163,-27.4837
KOR200,2021-12-31,0.4952,0.6452,72.9842,-27.0158
KOR200,2022-01-31,-6.2226,-6.0726,68.5521,-31.4479
KOR200,2022-02-28,6.5354,6.6854,73.1351,-26.8649
KOR200,2022-03-31,-0.3431,-0.1931,72.9939,-27.0061
KOR200,2022-04-30,-2.5380,-2.3880,71.2508,-28.7492
KOR200,2022-05-31,1.5239,1.6739,72.4435,-27.5565
KOR200,2022-06-30,-6.3344,-6.1844,67.9632,-32.0368
KOR200,2022-07-31,3.0748,3.2248,70.1549,-29.8451
KOR200,2022-08-31,-7.2172,-7.0672,65.1969,-34.8031
KOR200,2022-09-30,-1.5242,-1.3742,64.3010,-35.6990
KOR200,2022-10-31,-4.0589,-3.9089,61.7875,-38.2125
KOR200,2022-11-30,4.7496,4.8996,64.8149,-35.1851
KOR200,2022-12-31,6.3970,6.5470,69.0583,-30.9417
KOR200,2023-01-31,7.4187,7.5687,74.2851,-25.7149
KOR200,2023-02-28,-5.6996,-5.5496,70.1626,-29.8374
KOR200,2023-03-31,4.3714,4.5214,73.3349,-26.6651
KOR200,2023-04-30,-6.3142,-6.1642,68.8145,-31.1855
KOR200,2023-05-31,1.9541,2.1041,70.2624,-29.7376
KOR200,2023-06-30,1.2974,1.4474,71.2794,-28.7206
KOR200,2023-07-31,6.8628,7.0128,76.2780,-23.7220
KOR200,2023-08-31,-4.4512,-4.3012,72.9971,-27.0029
KOR200,2023-09-30,3.1110,3.2610,75.3776,-24.6224
KOR200,2023-10-31,-8.8887,-8.7387,68.7906,-31.2094
KOR200,2023-11-30,10.1653,10.3153,75.8865,-24.1135
KOR200,2023-12-31,4.1084,4.2584,79.1181,-20.8819
KOR200,2024-01-31,-7.6807,-7.5307,73.1599,-26.8401
KOR200,2024-02-29,0.6088,0.7588,73.7150,-26.2850
KOR200,2024-03-31,-1.0561,-0.9061,73.0471,-26.9529
KOR200,2024-04-30,-6.7584,-6.6084,68.2199,-31.7801
KOR200,2024-05-31,5.4784,5.6284,72.0595,-27.9405
KOR200,2024-06-30,-0.8016,-0.6516,71.5900,-28.4100
KOR200,2024-07-31,-9.5066,-9.3566,64.8916,-35.1084
KOR200,2024-08-31,0.5789,0.7289,65.3646,-34.6354
KOR200,2024-09-30,0.5311,0.6811,65.8098,-34.1902
KOR200,2024-10-31,-3.4906,-3.3406,63.6113,-36.3887
KOR200,2024-11-30,-5.4987,-5.3487,60.2090,-39.7910
KOR200,2024-12-31,3.2399,3.3899,62.2500,-37.7500
KOR200,2025-01-31,-6.2358,-6.0858,58.4616,-41.5384
KOR200,2025-02-28,-12.0000,-11.8500,51.5339,-48.4661
KOR200,2025-03-31,4.0110,4.1610,53.6782,-46.3218
KOR200,2025-04-30,6.7538,6.9038,57.3841,-42.6159
KOR200,2025-05-31,3.9223,4.0723,59.7209,-40.2791
KOR200,2025-06-30,2.9127,3.0627,61.5500,-38.4500
KOR200,2025-07-31,-8.9140,-8.7640,56.1558,-43.8442
KOR200,2025-08-31,-2.1159,-1.9659,55.0518,-44.9482
KOR200,2025-09-30,-4.6887,-4.5387,52.5532,-47.4468
KOR200,2025-10-31,-8.6518,-8.5018,48.0852,-51.9148
KOR200,2025-11-30,2.8450,2.9950,49.5254,-50.4746
KOR200,2025-12-31,1.6021,1.7521,50.3931,-49.6069
EU600,2020-12-31,0.0000,0.0000,100.0000,0.0000
EU600,2021-01-31,10.2448,10.4781,110.4781,10.4781
EU600,2021-02-28,1.0824,1.3157,111.9317,11.9317
EU600,2021-03-31,-0.3314,-0.0980,111.8220,11.8220
EU600,2021-04-30,9.7834,10.0167,123.0228,23.0228
EU600,2021-05-31,-4.3381,-4.1048,117.9730,17.9730
EU600,2021-06-30,-4.6660,-4.4327,112.7436,12.7436
EU600,2021-07-31,-1.2422,-1.0088,111.6062,11.6062
EU600,2021-08-31,2.1134,2.3468,114.2253,14.2253
EU600,2021-09-30,-3.2472,-3.0138,110.7828,10.7828
EU600,2021-10-31,5.6767,5.9100,117.3301,17.3301
EU600,2021-11-30,5.7721,6.0054,124.3763,24.3763
EU600,2021-12-31,3.7050,3.9383,129.2746,29.2746
EU600,2022-01-31,5.7164,5.9498,136.9661,36.9661
EU600,2022-02-28,-5.3683,-5.1350,129.9329,29.9329
EU600,2022-03-31,4.8612,5.0945,136.5524,36.5524
EU600,2022-04-30,0.6822,0.9155,137.8025,37.8025
EU600,2022-05-31,-2.6915,-2.4581,134.4152,34.4152
EU600,2022-06-30,0.1487,0.3820,134.9287,34.9287
EU600,2022-07-31,-5.4000,-5.1667,127.9573,27.9573
EU600,2022-08-31,-1.6851,-1.4518,126.0997,26.0997
EU600,2022-09-30,9.2940,9.5274,138.1137,38.1137
EU600,2022-10-31,-2.1504,-1.9170,135.4660,35.4660
EU600,2022-11-30,-0.5893,-0.3559,134.9838,34.9838
EU600,2022-12-31,-0.6151,-0.3818,134.4685,34.4685
EU600,2023-01-31,-1.1329,-0.8996,133.2589,33.2589
EU600,2023-02-28,-0.5580,-0.3246,132.8263,32.8263
EU600,2023-03-31,-8.9051,-8.6718,121.3078,21.3078
EU600,2023-04-30,7.4174,7.6507,130.5888,30.5888
EU600,2023-05-31,0.7696,1.0029,131.8985,31.8985
EU600,2023-06-30,-1.8986,-1.6653,129.7020,29.7020
EU600,2023-07-31,-5.2506,-5.0172,123.1945,23.1945
EU600,2023-08-31,5.3931,5.6264,130.1260,30.1260
EU600,2023-09-30,-1.2144,-0.9811,128.8494,28.8494
EU600,2023-10-31,3.3777,3.6110,133.5021,33.5021
EU600,2023-11-30,0.4115,0.6449,134.3630,34.3630
EU600,2023-12-31,3.0334,3.2668,138.7523,38.7523
EU600,2024-01-31,1.9405,2.1739,141.7686,41.7686
EU600,2024-02-29,1.8586,2.0919,144.7343,44.7343
EU600,2024-03-31,-3.4702,-3.2369,140.0494,40.0494
EU600,2024-04-30,1.2402,1.4735,142.1131,42.1131
EU600,2024-05-31,-2.1071,-1.8738,139.4502,39.4502
EU600,2024-06-30,2.1629,2.3962,142.7917,42.7917
EU600,2024-07-31,-4.9250,-4.6917,136.0924,36.0924
EU600,2024-08-31,-2.7099,-2.4766,132.7220,32.7220
EU600,2024-09-30,2.1215,2.3548,135.8473,35.8473
EU600,2024-10-31,-0.0746,0.1587,136.0629,36.0629
EU600,2024-11-30,7.6614,7.8947,146.8047,46.8047
EU600,2024-12-31,1.3693,1.6026,149.1574,49.1574
EU600,2025-01-31,2.1521,2.3854,152.7154,52.7154
EU600,2025-02-28,2.8522,3.0855,157.4274,57.4274
EU600,2025-03-31,-5.5892,-5.3559,148.9958,48.9958
EU600,2025-04-30,0.3798,0.6131,149.9093,49.9093
EU600,2025-05-31,1.1901,1.4235,152.0432,52.0432
EU600,2025-06-30,2.4094,2.6427,156.0613,56.0613
EU600,2025-07-31,-1.7672,-1.5339,153.6676,53.6676
EU600,2025-08-31,1.8881,2.1215,156.9276,56.9276
EU600,2025-09-30,-4.0729,-3.8396,150.9022,50.9022
EU600,2025-10-31,0.4768,0.7102,151.9738,51.9738
EU600,2025-11-30,-12.0000,-11.7667,134.0916,34.0916
EU600,2025-12-31,-2.4612,-2.2278,131.1042,31.1042
GERDAX,2020-12-31,0.0000,0.0000,100.0000,0.0000
GERDAX,2021-01-31,1.8934,2.1018,102.1018,2.1018
GERDAX,2021-02-28,-6.2058,-5.9974,95.9783,-4.0217
GERDAX,2021-03-31,0.6504,0.8587,96.8025,-3.1975
GERDAX,2021-04-30,0.3087,0.5171,97.3030,-2.6970
GERDAX,2021-05-31,-0.1498,0.0586,97.3599,-2.6401
GERDAX,2021-06-30,-1.1795,-0.9711,96.4145,-3.5855
GERDAX,2021-07-31,-5.8714,-5.6630,90.9545,-9.0455
GERDAX,2021-08-31,-4.1054,-3.8971,87.4099,-12.5901
GERDAX,2021-09-30,7.8181,8.0264,94.4258,-5.5742
GERDAX,2021-10-31,-0.1411,0.0673,94.4893,-5.5107
GERDAX,2021-11-30,2.5915,2.7998,97.1348,-2.8652
GERDAX,2021-12-31,2.6694,2.8777,99.9301,-0.0699
GERDAX,2022-01-31,3.9187,4.1270,104.0542,4.0542
GERDAX,2022-02-28,7.6622,7.8706,112.2439,12.2439
GERDAX,2022-03-31,-6.1051,-5.8967,105.6252,5.6252
GERDAX,2022-04-30,-11.5720,-11.3637,93.6222,-6.3778
GERDAX,2022-05-31,3.7134,3.9217,97.2938,-2.7062
GERDAX,2022-06-30,-5.2271,-5.0188,92.4109,-7.5891
GERDAX,2022-07-31,6.7971,7.0055,98.8847,-1.1153
GERDAX,2022-08-31,-0.4453,-0.2370,98.6504,-1.3496
GERDAX,2022-09-30,-2.6183,-2.4100,96.2729,-3.7271
GERDAX,2022-10-31,-1.5253,-1.3170,95.0050,-4.9950
GERDAX,2022-11-30,6.4995,6.7078,101.3777,1.3777
GERDAX,2022-12-31,-4.9766,-4.7683,96.5437,-3.4563
GERDAX,2023-01-31,-7.4031,-7.1947,89.5977,-10.4023
GERDAX,2023-02-28,2.0840,2.2923,91.6515,-8.3485
GERDAX,2023-03-31,-1.1428,-0.9344,90.7951,-9.2049
GERDAX,2023-04-30,0.6818,0.8902,91.6033,-8.3967
GERDAX,2023-05-31,1.3226,1.5310,93.0058,-6.9942
GERDAX,2023-06-30,0.5039,0.7122,93.6682,-6.3318
GERDAX,2023-07-31,7.8609,8.0693,101.2265,1.2265
GERDAX,2023-08-31,-11.1080,-10.8997,90.1931,-9.8069
GERDAX,2023-09-30,-4.3360,-4.1277,86.4702,-13.5298
GERDAX,2023-10-31,6.3132,6.5215,92.1094,-7.8906
GERDAX,2023-11-30,8.8938,9.1021,100.4933,0.4933
GERDAX,2023-12-31,4.9300,5.1383,105.6570,5.6570
GERDAX,2024-01-31,11.1074,11.3157,117.6128,17.6128
GERDAX,2024-02-29,5.4473,5.6556,124.2645,24.2645
GERDAX,2024-03-31,1.0446,1.2529,125.8215,25.8215
GERDAX,2024-04-30,-6.7699,-6.5615,117.5657,17.5657
GERDAX,2024-05-31,-5.6782,-5.4699,111.1350,11.1350
GERDAX,2024-06-30,0.1873,0.3956,111.5746,11.5746
GERDAX,2024-07-31,-5.8693,-5.6610,105.2584,5.2584
GERDAX,2024-08-31,-0.4383,-0.2299,105.0164,5.0164
GERDAX,2024-09-30,3.7490,3.9573,109.1722,9.1722
GERDAX,2024-10-31,-4.6046,-4.3963,104.3727,4.3727
GERDAX,2024-11-30,0.9668,1.1751,105.5992,5.5992
GERDAX,2024-12-31,3.3101,3.5184,109.3147,9.3147
GERDAX,2025-01-31,-4.7625,-4.5542,104.3363,4.3363
GERDAX,2025-02-28,-3.4517,-3.2434,100.9523,0.9523
GERDAX,2025-03-31,4.6557,4.8640,105.8626,5.8626
GERDAX,2025-04-30,-0.3981,-0.1897,105.6618,5.6618
GERDAX,2025-05-31,-4.2288,-4.0205,101.4137,1.4137
GERDAX,2025-06-30,-0.3565,-0.1482,101.2634,1.2634
GERDAX,2025-07-31,4.3959,4.6042,105.9258,5.9258
GERDAX,2025-08-31,5.7136,5.9219,112.1987,12.1987
GERDAX,2025-09-30,6.2470,6.4553,119.4414,19.4414
GERDAX,2025-10-31,3.0191,3.2274,123.2963,23.2963
GERDAX,2025-11-30,-5.4397,-5.2314,116.8462,16.8462
GERDAX,2025-12-31,-0.8976,-0.6893,116.0407,16.0407
